customerID,Genero,Idoso,Casado,Dependentes,Tempo_como_Cliente,Serviço_Telefonico,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,StreamingTV,Tipo_Contrato,Metodo_Pagamento,Pagamento_Mensal,Total_Pago,Churn,Servico_Internet
2501-XWWTZ,MASCULINO,0,No,No,11,,Fiber optic,No,No,No,Month-to-month,Electronic check,70.2,760.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3716-UVSPD,MASCULINO,0,No,No,1,,DSL,No,Yes,No,Month-to-month,Electronic check,49.3,49.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6815-ABQFQ,MASCULINO,0,Yes,No,56,,Fiber optic,No,Yes,Yes,One year,Electronic check,107.25,6033.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7343-EOBEU,MASCULINO,0,Yes,No,3,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,23.6,89.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3701-SFMUH,MASCULINO,0,Yes,Yes,7,,DSL,Yes,No,Yes,Month-to-month,Credit card (automatic),69.7,516.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6103-LIANB,MASCULINO,0,Yes,Yes,59,,Fiber optic,No,No,Yes,Two year,Credit card (automatic),99.5,5861.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7319-VENRZ,MASCULINO,0,No,No,7,,DSL,No,Yes,Yes,Month-to-month,Bank transfer (automatic),64.3,445.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5846-NEQVZ,MASCULINO,0,Yes,Yes,71,,DSL,Yes,Yes,No,Two year,Credit card (automatic),70.85,4973.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6967-QIQRV,MASCULINO,0,Yes,Yes,15,,Fiber optic,Yes,Yes,Yes,One year,Electronic check,101.9,1667.25,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5781-RFZRP,MASCULINO,0,Yes,No,71,,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),73.5,5357.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0939-YAPAF,FEMININO,0,No,No,35,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,100.25,3527.6,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0308-IVGOK,FEMININO,0,No,No,11,,DSL,No,Yes,No,One year,Credit card (automatic),40.4,422.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7293-LSCDV,FEMININO,0,Yes,Yes,60,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.25,1103.25,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7025-WCBNE,MASCULINO,1,No,No,47,,DSL,No,Yes,No,Two year,Bank transfer (automatic),59.6,2754.0,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5756-JYOJT,FEMININO,0,No,No,11,,DSL,No,Yes,No,One year,Credit card (automatic),64.9,697.25,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4710-FDUIZ,MASCULINO,0,Yes,No,56,,Fiber optic,No,No,Yes,One year,Credit card (automatic),100.3,5614.45,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6030-REHUX,FEMININO,1,Yes,No,28,,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,110.85,3204.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9548-LIGTA,MASCULINO,0,Yes,No,61,,DSL,Yes,Yes,Yes,Two year,Mailed check,81.05,4747.65,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5150-LJNSR,MASCULINO,0,Yes,Yes,31,,Fiber optic,Yes,No,Yes,One year,Bank transfer (automatic),98.05,3082.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8270-RKSAP,MASCULINO,0,No,No,9,,Fiber optic,No,No,No,Month-to-month,Electronic check,70.5,597.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6522-YRBXD,MASCULINO,1,Yes,No,35,,Fiber optic,Yes,No,No,Month-to-month,Electronic check,94.55,3365.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2640-LYMOV,MASCULINO,0,No,No,2,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.65,38.8,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1218-VKFPE,FEMININO,0,Yes,Yes,12,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.0,233.55,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3627-FHKBK,FEMININO,0,No,No,1,,Fiber optic,Yes,No,No,Month-to-month,Mailed check,75.3,75.3,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2865-TCHJW,FEMININO,1,No,No,4,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,89.2,346.2,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1423-BMPBQ,FEMININO,0,Yes,Yes,1,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.0,19.0,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2393-DIVAI,FEMININO,0,No,No,3,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.0,61.7,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5192-EBGOV,FEMININO,1,No,No,1,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,85.7,85.7,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4568-KNYWR,MASCULINO,0,No,No,52,,DSL,Yes,No,Yes,Two year,Credit card (automatic),63.25,3342.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8752-IMQOS,MASCULINO,0,Yes,Yes,5,,No,No internet service,No internet service,No internet service,One year,Mailed check,20.1,85.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0742-LAFQK,MASCULINO,0,Yes,No,72,,Fiber optic,Yes,No,No,Two year,Electronic check,99.15,7422.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0795-LAFGP,MASCULINO,0,Yes,Yes,71,,DSL,Yes,Yes,Yes,Two year,Electronic check,90.4,6668.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0619-OLYUR,MASCULINO,0,Yes,No,72,,Fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),111.9,8071.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5512-IDZEI,MASCULINO,0,Yes,Yes,46,,No,No internet service,No internet service,No internet service,One year,Electronic check,24.9,1174.8,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0459-SPZHJ,MASCULINO,0,Yes,Yes,63,,DSL,Yes,No,Yes,Two year,Credit card (automatic),83.5,5435.0,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0215-BQKGS,MASCULINO,0,No,No,30,,Fiber optic,Yes,No,No,Month-to-month,Credit card (automatic),84.3,2438.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9244-ZVAPM,MASCULINO,0,No,No,1,,DSL,No,No,No,Month-to-month,Mailed check,45.6,45.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0719-SYFRB,FEMININO,0,No,No,12,,DSL,Yes,Yes,No,Month-to-month,Mailed check,61.65,713.75,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8208-EUMTE,MASCULINO,0,No,No,16,,DSL,Yes,Yes,Yes,Two year,Mailed check,54.85,916.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5172-MIGPM,MASCULINO,0,No,No,4,,DSL,No,Yes,No,Month-to-month,Mailed check,65.55,237.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1710-RCXUS,MASCULINO,0,Yes,No,51,,Fiber optic,No,No,No,One year,Credit card (automatic),90.35,4614.55,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0374-FIUCA,MASCULINO,0,Yes,No,65,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.4,1414.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5839-SUYVZ,MASCULINO,0,No,No,16,,Fiber optic,No,Yes,No,Month-to-month,Credit card (automatic),74.55,1170.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5173-ZXXXL,MASCULINO,0,No,No,2,,No,No internet service,No internet service,No internet service,One year,Mailed check,19.95,47.7,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1096-ADRUX,FEMININO,0,Yes,Yes,66,,Fiber optic,No,No,No,One year,Bank transfer (automatic),74.25,4859.25,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2001-MCUUW,MASCULINO,0,No,No,46,,Fiber optic,No,Yes,Yes,Two year,Electronic check,108.65,4903.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2731-GJRDG,FEMININO,0,No,No,32,,Fiber optic,Yes,Yes,Yes,One year,Bank transfer (automatic),109.55,3608.0,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4723-BEGSG,MASCULINO,0,Yes,No,72,,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),86.65,6094.25,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6516-NKQBO,MASCULINO,0,Yes,Yes,38,,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),81.0,3084.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8672-OAUPW,MASCULINO,0,No,Yes,51,,DSL,No,Yes,No,One year,Credit card (automatic),47.85,2356.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8207-DMRVL,MASCULINO,0,Yes,Yes,72,,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),114.55,8306.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3419-SNJJD,FEMININO,1,Yes,No,65,,Fiber optic,Yes,No,Yes,Month-to-month,Bank transfer (automatic),105.25,6786.4,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6543-CPZMK,MASCULINO,0,Yes,Yes,9,,DSL,No,No,No,Month-to-month,Electronic check,29.95,248.95,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4765-OXPPD,FEMININO,0,Yes,Yes,9,,DSL,Yes,Yes,No,Month-to-month,Mailed check,65.0,663.05,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2804-ETQDK,MASCULINO,0,No,Yes,66,,No,No internet service,No internet service,No internet service,Two year,Mailed check,20.55,1357.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6689-VRRTK,FEMININO,1,No,No,44,,Fiber optic,Yes,No,Yes,One year,Credit card (automatic),109.8,4860.35,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7138-GIRSH,MASCULINO,0,No,No,50,,DSL,No,Yes,No,Two year,Bank transfer (automatic),69.5,3418.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9396-ZSFLL,FEMININO,0,No,No,15,,DSL,No,No,No,Month-to-month,Mailed check,48.85,631.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6464-KEXXH,MASCULINO,0,No,No,8,,DSL,No,No,No,Month-to-month,Credit card (automatic),19.6,186.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7134-MJPDY,FEMININO,1,No,No,66,,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),19.6,6976.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5240-CAOYT,FEMININO,0,No,No,57,,Fiber optic,Yes,Yes,No,Month-to-month,Bank transfer (automatic),19.6,4884.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4059-IIEBK,FEMININO,0,No,No,7,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),19.6,522.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4881-JVQOD,MASCULINO,1,Yes,Yes,10,,DSL,No,No,No,Month-to-month,Bank transfer (automatic),19.6,362.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0516-UXRMT,FEMININO,0,No,No,62,,Fiber optic,Yes,No,No,One year,Electronic check,19.6,5755.8,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4851-BQDNX,MASCULINO,0,Yes,Yes,40,,Fiber optic,No,No,Yes,One year,Electronic check,19.6,3355.65,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5148-HKFIR,FEMININO,0,No,No,20,,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,406.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1009-IRMNA,FEMININO,0,No,No,7,,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.6,137.6,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3003-CMDUU,FEMININO,0,Yes,No,25,,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,19.6,2395.7,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5016-IBERQ,MASCULINO,0,Yes,No,23,,Fiber optic,No,No,No,Month-to-month,Electronic check,19.6,1968.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6797-UCJHZ,FEMININO,1,Yes,No,66,,Fiber optic,No,No,Yes,One year,Credit card (automatic),19.6,6819.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2469-DTSGX,FEMININO,1,No,No,72,,Fiber optic,No,Yes,Yes,Two year,Electronic check,19.6,7943.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4554-YGZIH,MASCULINO,1,Yes,No,49,,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),19.6,4547.25,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5099-BAILX,MASCULINO,1,Yes,Yes,43,,Fiber optic,No,Yes,Yes,Month-to-month,Bank transfer (automatic),19.6,4687.9,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9931-KGHOA,FEMININO,0,Yes,No,46,,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),19.6,2473.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1775-KWJKQ,MASCULINO,0,Yes,Yes,72,,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),19.6,6562.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7665-VIGUD,MASCULINO,0,No,No,10,,No,No internet service,No internet service,No internet service,One year,Mailed check,19.6,176.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9411-TPQQV,FEMININO,0,No,No,40,,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),19.6,2236.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7207-RMRDB,FEMININO,0,Yes,Yes,65,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,19.6,6985.65,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7954-MLBUN,MASCULINO,0,No,No,31,,Fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),99.45,3109.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2077-DDHJK,FEMININO,0,Yes,No,68,,DSL,Yes,Yes,No,Two year,Credit card (automatic),70.9,4911.35,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4913-EHYUI,MASCULINO,1,Yes,Yes,56,,Fiber optic,Yes,No,Yes,One year,Bank transfer (automatic),104.55,5794.65,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0195-IESCP,MASCULINO,0,Yes,No,10,,Fiber optic,No,No,No,Month-to-month,Electronic check,85.25,855.3,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9574-BOSMD,MASCULINO,0,Yes,Yes,68,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),25.4,1620.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4580-TMHJU,FEMININO,0,Yes,Yes,43,,DSL,No,No,Yes,Month-to-month,Electronic check,56.15,2499.3,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0970-ETWGE,MASCULINO,0,No,No,1,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,89.55,89.55,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4908-XAXAY,FEMININO,1,No,No,49,,Fiber optic,No,No,No,One year,Bank transfer (automatic),89.85,4287.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8404-VLQFB,FEMININO,0,Yes,Yes,15,,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,25.25,394.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1626-ERCMM,MASCULINO,1,Yes,No,20,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,94.55,1899.65,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0887-HJGAR,MASCULINO,0,No,No,1,,DSL,No,No,No,Month-to-month,Mailed check,45.7,45.7,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2391-IPLOP,MASCULINO,0,Yes,Yes,50,,DSL,No,Yes,Yes,One year,Electronic check,69.65,3442.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5644-PDMZC,FEMININO,1,No,No,2,,Fiber optic,No,No,No,Month-to-month,Electronic check,89.5,161.5,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3509-GWQGF,MASCULINO,1,No,No,24,,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),70.0,1732.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9576-ANLXO,FEMININO,0,No,No,3,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),69.55,222.3,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2024-BASKD,FEMININO,0,No,No,1,,Fiber optic,No,No,No,Month-to-month,Mailed check,74.6,74.6,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5845-BZZIB,MASCULINO,0,Yes,Yes,35,,No,No internet service,No internet service,No internet service,Two year,Mailed check,20.1,655.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1140-UKVZG,FEMININO,0,No,No,17,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,24.8,475.25,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4160-AMJTL,FEMININO,1,No,No,8,,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.65,164.3,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5183-SNMJQ,MASCULINO,0,No,No,10,,Fiber optic,No,Yes,Yes,Month-to-month,Credit card (automatic),95.1,865.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8100-PNJMH,MASCULINO,0,Yes,Yes,68,,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),88.85,6132.7,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7838-LAZFO,MASCULINO,0,Yes,No,45,,DSL,Yes,No,Yes,One year,Bank transfer (automatic),78.8,3597.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4464-JCOLN,MASCULINO,0,Yes,Yes,2,,No,No internet service,No internet service,No internet service,One year,Mailed check,19.85,35.9,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2085-JVGAD,MASCULINO,0,Yes,No,37,,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.35,697.65,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5650-VDUDS,FEMININO,0,No,No,4,,DSL,No,No,No,Month-to-month,Mailed check,24.25,96.05,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8095-WANWK,FEMININO,0,No,No,10,,DSL,No,No,No,Month-to-month,Mailed check,45.25,428.7,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3030-ZKIWL,MASCULINO,0,No,No,1,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.05,20.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9565-FLVCG,MASCULINO,0,Yes,Yes,65,,DSL,Yes,No,No,Two year,Mailed check,69.55,4459.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8755-OGKNA,FEMININO,0,Yes,Yes,57,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.5,1167.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2800-VEQXM,FEMININO,0,No,No,3,,Fiber optic,No,No,No,Month-to-month,Mailed check,74.75,238.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7538-GWHML,FEMININO,0,No,No,2,,Fiber optic,No,No,No,Month-to-month,Electronic check,69.65,145.15,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5533-RJFTJ,MASCULINO,0,No,No,49,,DSL,No,No,No,Month-to-month,Bank transfer (automatic),30.2,1453.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3859-CVCET,FEMININO,0,No,No,4,,DSL,No,No,No,Month-to-month,Mailed check,45.65,191.05,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0214-JHPFW,FEMININO,0,Yes,No,70,,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),57.8,4039.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5642-MHDQT,FEMININO,0,Yes,Yes,53,,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.85,1039.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3088-FVYWK,MASCULINO,0,Yes,Yes,53,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.55,1336.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3276-HDUEG,FEMININO,0,No,No,1,,Fiber optic,No,No,No,Month-to-month,Mailed check,75.05,75.05,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9092-GDZKO,MASCULINO,0,No,No,22,,No,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),24.85,493.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0823-HSCDJ,MASCULINO,1,No,No,52,,DSL,No,No,Yes,Month-to-month,Electronic check,49.15,2550.9,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3729-OWRVL,MASCULINO,1,No,No,65,,Fiber optic,Yes,Yes,Yes,Two year,Electronic check,110.35,7246.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2324-AALNO,FEMININO,0,No,No,48,,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),24.55,1203.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0822-GAVAP,FEMININO,0,No,No,2,,DSL,No,No,No,Month-to-month,Electronic check,34.7,62.25,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5760-IFJOZ,MASCULINO,0,No,No,3,,Fiber optic,No,No,Yes,Month-to-month,Mailed check,107.95,313.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2826-UWHIS,MASCULINO,0,Yes,No,45,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),81.4,3775.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
